link,category,price_from,price_to,similarweb_traffic,moz_da,semrush_as,ahrefs_dr_range,tat,link_attribution_type
geeksscan.com,"[""Business"", ""Finance"", ""Technology""]",66,140.99,768,44,25,53,N/A,Dofollow
tryhardguides.co.uk,"[""Beauty"", ""Finance"", ""Web-development""]",27.5,27.5,29,43,11,50,Up to 3 days,Dofollow
thehotskills.com,"[""Internet"", ""Software development"", ""Travelling""]",37.5,0,20179,31,20,54,N/A,Dofollow
travellingbite.com,"[""Career and Employment"", ""Society"", ""Lifestyle""]",17.5,22.5,,53,2,19,English,Dofollow
menshealthupdates.com,"[""For Men"", ""Health"", ""Travelling""]",72,146.99,,56,5,41,English,Dofollow
aquinoticias.com,"[""Books"", ""Politics"", ""Leisure and Hobbies""]",131.99,0,3454000,43,51,46,N/A,Dofollow
acidcow.com,"[""Art"", ""Entertainment"", ""Internet""]",123.74,198.74,456344,75,35,61,N/A,Dofollow
netcurtains.org,"[""Health"", ""Home and Family"", ""Internet""]",84.15,159.14,393,34,37,66,Up to 6 days,Dofollow
verifsites.com,"[""Business"", ""Technology"", ""Lifestyle""]",128.99,0,68377,30,43,41,N/A,Dofollow
blooket-join.com,"[""Business"", ""Technology"", ""Sports""]",20.5,22.5,1579,42,24,55,Up to 4 days,Dofollow
infofamouspeople.org,"[""Culture"", ""Movies"", ""Transport""]",22.5,0,1165,35,9,31,Up to 3 days,Dofollow
aljadide.net,"[""Business"", ""News and Media"", ""Sports""]",21.5,30.5,,55,2,27,French,Dofollow
milanreports.com,"[""Leisure and Hobbies"", ""News and Media"", ""Technology""]",69,84,107516,41,44,37,Up to 4 days,Dofollow
superstarsbio.com,"[""Business"", ""Fashion"", ""Sports""]",67.5,78,,43,30,50,English,Dofollow
showbiz411.com,"[""Culture"", ""Movies"", ""Society""]",17.5,22.5,,73,39,71,English,Dofollow
jmais.com.br,"[""Health"", ""Nature"", ""Travelling""]",60,104.99,176345,38,39,42,N/A,Dofollow
frankfurt-live.com,"[""Society"", ""Sports"", ""Literature""]",287.84,317.83,10331,40,29,65,N/A,Dofollow
bookstr.com,"[""Books"", ""Lifestyle"", ""Internet""]",292.49,449.98,56416,58,36,57,N/A,Dofollow
indezine.com,"[""Equipment"", ""Technology"", ""Leisure and Hobbies""]",577.47,652.47,48343,59,29,57,N/A,Dofollow
smoothdecorator.com,"[""Construction and Repairs"", ""Home and Family""]",32.5,45,1474,33,24,41,Up to 4 days,Dofollow
socialnomics.net,"[""Web-development"", ""Real Estate""]",299.99,374.98,10354,56,30,71,N/A,Dofollow
homify.ca,"[""Construction and Repairs"", ""Home and Family""]",24.5,27.5,,42,22,50,English,Dofollow
forpressrelease.com,"[""Health"", ""News and Media"", ""Marketing and Advertising""]",42,52.5,3635,41,22,50,N/A,Dofollow
techaddanews.com,"[""Business"", ""Technology"", ""Health""]",73.5,88.5,,55,14,46,English,Dofollow
health-policy-monitor.org,"[""Beauty"", ""Food"", ""News and Media""]",32.5,37.5,,39,4,14,English,Dofollow
wowplus.net,"[""Business"", ""Finance"", ""Lifestyle""]",60,449.98,130,67,3,34,N/A,Dofollow
get-a-wingman.com,"[""Beauty"", ""Health"", ""Technology""]",43.5,75,565982,41,6,55,N/A,Dofollow
settingaid.com,"[""Business"", ""Entertainment"", ""Technology""]",18.5,21.5,13,57,2,31,N/A,Dofollow
thedailynewspapers.com,"[""Business"", ""Health"", ""Technology""]",18.5,21.5,,58,5,42,English,Dofollow
taubenschlag.de,"[""Business"", ""Entertainment"", ""Marketing and Advertising""]",224.99,404.98,30338,40,35,60,N/A,Dofollow
raptorkit.com,"[""Business"", ""E-commerce"", ""Travelling""]",37.5,0,23042,11,26,76,N/A,Dofollow
spanishnewstoday.com,"[""News and Media"", ""Sports"", ""Marketing and Advertising""]",275.24,350.23,35544,53,30,52,N/A,Dofollow
act4apps.org,"[""Business"", ""Technology"", ""Transport""]",22.5,45,,57,6,49,English,Dofollow
sirinlercocuk.com,"[""Automobiles"", ""Business"", ""Finance""]",17.5,19.5,,57,2,28,English,Dofollow
salaryslip.org,"[""Business"", ""Career and Employment"", ""Society""]",26.5,29.5,21806,41,36,58,Up to 5 days,Dofollow
algarvedailynews.com,"[""Business"", ""News and Media""]",100.49,137.99,22262,50,32,54,N/A,Dofollow
careeralley.com,"[""Business"", ""Career and Employment""]",49.5,124.49,2880,37,22,45,N/A,Dofollow
thisladyblogs.com,"[""Home and Family"", ""Lifestyle"", ""Leisure and Hobbies""]",36.5,49.5,701,51,19,47,N/A,Dofollow
wendywaldman.com,"[""Health"", ""Law"", ""Marketing and Advertising""]",27.5,37.5,,29,12,34,English,Dofollow
todaytechhelp.com,"[""Business"", ""Technology"", ""Software development""]",27.5,0,,55,5,32,English,Dofollow
apkarc.com,"[""Games"", ""Mobile"", ""Society""]",17.5,0,205,58,5,27,N/A,Dofollow
ayobandung.com,"[""Culture"", ""News and Media"", ""Travelling""]",173.99,0,6381430,40,64,68,N/A,Dofollow
africanexponent.com,"[""Technology"", ""Politics"", ""Music""]",104.99,115.49,16778,56,31,58,N/A,Dofollow
metaldevastationradio.com,"[""Culture"", ""Movies"", ""Software development""]",50.25,67.5,56014,50,33,63,N/A,Dofollow
thelab.gr,"[""Art"", ""Technology"", ""Lifestyle""]",127.49,142.49,,40,26,36,Greek,Dofollow
healthcages.com,"[""Beauty"", ""Health"", ""Software development""]",21.5,26.5,,34,21,33,English,Dofollow
techshout.com,"[""Automobiles"", ""Technology"", ""Sports""]",329.98,404.98,42418,65,24,56,N/A,Dofollow
themencure.com,"[""Business"", ""Books"", ""Marketing and Advertising""]",22.5,24.5,170,41,9,30,N/A,Dofollow
iblogshub.com,"[""Technology"", ""Lifestyle"", ""Travelling""]",25.5,27.5,99,37,9,27,N/A,Dofollow
diariodecuyo.com.ar,"[""Business"", ""Politics"", ""Travelling""]",271.49,346.48,,74,56,69,Spanish,Dofollow
diariohuarpe.com,"[""Real Estate"", ""Sports"", ""Home and Family""]",259.49,334.48,,49,49,48,Spanish,Dofollow
kannammacooks.com,"[""Food"", ""Health"", ""News and Media""]",263.99,338.98,155420,39,38,41,N/A,Dofollow
komitid.fr,"[""Business"", ""Culture"", ""Software development""]",281.99,0,,60,38,63,French,Dofollow
beaconsoft.net,"[""Technology"", ""Mobile"", ""Marketing and Advertising""]",181.49,256.49,2505,22,23,67,N/A,Dofollow
biosaam.com,"[""Entertainment"", ""Internet"", ""Society""]",37.5,112.49,1248,31,25,33,N/A,Dofollow
hrnews.co.uk,"[""Career and Employment"", ""News and Media"", ""Startups""]",361.33,0,51214,52,37,75,N/A,Dofollow
greyjournal.net,"[""Business"", ""Career and Employment"", ""Music""]",164.99,239.99,24938,38,33,52,N/A,Dofollow
snooth.com,"[""Business"", ""Internet"", ""News and Media""]",45,67.5,,63,24,61,English,Dofollow
conservativedailynews.com,"[""Business"", ""Finance"", ""Software development""]",64.5,139.49,41594,56,25,51,N/A,Dofollow
viralhax.com,"[""Computers"", ""Technology"", ""Technology""]",104.99,127.49,16150,31,21,37,N/A,Dofollow
richannel.org,"[""Business"", ""Entertainment"", ""News and Media""]",49.5,124.49,5084,73,14,50,N/A,Dofollow
timenewsusa.com,"[""Business"", ""Health"", ""Games""]",17.5,23.5,,57,9,31,German,Dofollow
thetalka.org,"[""Fashion"", ""Food"", ""Sports""]",22.5,24.5,463,65,6,40,Up to 5 days,Dofollow
telegrupos.com.br,"[""Technology"", ""Lifestyle"", ""Politics""]",45,60,696186,32,37,35,Up to 4 days,Dofollow
primonumero.it,"[""Culture"", ""News and Media"", ""Society""]",112.49,119.99,,58,45,61,Italian,Dofollow
zyciepabianic.pl,"[""Automobiles"", ""Politics"", ""Leisure and Hobbies""]",56.97,0,178761,39,38,37,N/A,Dofollow
elegircarrera.net,"[""Career and Employment"", ""Education"", ""Real Estate""]",63,136.49,48267,39,31,34,N/A,Dofollow
morningagclips.com,"[""Business"", ""Education"", ""Travelling""]",82.5,157.49,,53,38,70,English,Dofollow
cartagenaactualidad.com,"[""Politics"", ""Sports"", ""Music""]",134.24,209.24,11323,36,33,44,N/A,Dofollow
therockpit.net,"[""Culture"", ""Movies"", ""Internet""]",64.5,79.5,68356,49,30,52,N/A,Dofollow
edtechrce.org,"[""Education"", ""Technology"", ""Lifestyle""]",52.5,82.5,2906,20,26,53,Up to 4 days,Dofollow
thegeekinsights.com,"[""Business"", ""Technology""]",65.1,75.6,3116,42,22,60,N/A,Dofollow
hausmanmarketingletter.com,"[""Business"", ""Transport""]",115.49,187.49,28008,38,31,52,N/A,Dofollow
cleanfleetreport.com,"[""Automobiles"", ""Technology"", ""Technology""]",16.5,16.5,9366,45,28,43,Up to 4 days,Dofollow
estnn.com,"[""Entertainment"", ""Games"", ""Technology""]",1698.01,1660.9,89338,51,25,56,N/A,Dofollow
localbiznetwork.com,"[""Business"", ""Entertainment"", ""Technology""]",163.34,238.34,13785,28,24,62,N/A,Dofollow
defstartup.org,"[""Art"", ""Games""]",107.99,122.99,135,27,27,57,Up to 7 days,Dofollow
vagabondjourney.com,"[""Travelling"", ""Web-development""]",115.49,190.49,15474,56,28,46,N/A,Dofollow
cheapandbesthosting.com,"[""Business"", ""Technology""]",365.98,440.98,20,22,22,58,N/A,Dofollow
taxidermy.net,"[""Animals and Pets"", ""Mobile""]",299.99,329.98,55864,53,31,73,N/A,Dofollow
jp.moyens.net,"[""Computers"", ""Technology"", ""Programming""]",100.34,130.34,19076,45,29,58,N/A,Dofollow
programmingwithbasics.com,"[""Education"", ""Technology"", ""Lifestyle""]",32.5,60,948,22,15,42,N/A,Dofollow
breakfastwithaudrey.com.au,"[""Beauty"", ""For Women"", ""Lifestyle""]",142.49,202.49,3621,49,24,39,N/A,Dofollow
modernman.com,"[""Entertainment"", ""Games"", ""Lifestyle""]",329.98,404.98,3409,61,21,58,N/A,Dofollow
richtigteuer.de,"[""Business"", ""Fashion"", ""News and Media""]",239.99,299.99,578,40,15,40,N/A,Dofollow
pressks.com,"[""Business"", ""Lifestyle"", ""Politics""]",27.5,34.5,,56,16,37,English,Dofollow
newnotizie.it,"[""Movies"", ""News and Media"", ""Travelling""]",352.48,398.98,1129,57,17,48,N/A,Dofollow
webmobistar.com,"[""Technology"", ""Lifestyle"", ""Politics""]",22.5,37.5,217,50,14,43,N/A,Dofollow
webmobistar.com,"[""Technology"", ""Lifestyle"", ""Travelling""]",22.5,37.5,217,50,6,43,N/A,Dofollow
makeoverarena.com,"[""Art"", ""Finance"", ""Shopping""]",218.99,293.99,220,56,,51,N/A,Dofollow
pakainfo.com,"[""Technology"", ""Programming"", ""Software development""]",55.5,130.49,851,67,15,48,N/A,Dofollow
onunoticias.mx,"[""Business"", ""News and Media"", ""Sports""]",149.99,194.99,249,43,19,37,N/A,Dofollow
rafalreyzer.com,"[""Career and Employment"", ""Leisure and Hobbies"", ""Movies""]",67.5,90,5935,28,6,35,N/A,Dofollow
ashleykelemen.com,"[""Business"", ""Finance"", ""Lifestyle""]",45,60,900,54,19,46,Up to 3 days,Dofollow
celebhomes.net,"[""Home and Family"", ""Lifestyle"", ""Real Estate""]",22.5,25.5,,70,5,29,English,Dofollow
uniquelifetips.com,"[""Business"", ""Health"", ""Technology""]",43.5,0,132,57,5,41,N/A,Dofollow
techparle.com,"[""Games"", ""Technology"", ""Internet""]",30.5,36.5,300,56,2,26,N/A,Dofollow
futuretechexpert.com,"[""Computers"", ""Entertainment"", ""Technology""]",72,146.99,,55,5,40,English,Dofollow
spaintoday.news,"[""Business"", ""Lifestyle"", ""News and Media""]",155.99,230.99,,23,5,8,French,Dofollow
thejujutsukaisenread.com,"[""Music"", ""Society"", ""Sports""]",17.5,19.5,,23,22,50,English,Dofollow
rayhaber.com,"[""Technology"", ""News and Media"", ""Transport""]",75,90,100646,50,37,54,N/A,Dofollow
technotricks.com.in,"[""Computers"", ""Technology"", ""Internet""]",22.5,25.5,4727,79,33,82,Up to 5 days,Dofollow
braderie-de-lille.fr,"[""Shopping"", ""Travelling""]",278.99,0,,51,41,46,French,Dofollow
luhhu.com,"[""Business"", ""Career and Employment"", ""Entertainment""]",52.5,67.5,18228,28,28,50,N/A,Dofollow
deliddedtech.com,"[""Business"", ""Finance"", ""Technology""]",45,0,1075,55,25,56,Up to 1 day,Dofollow
inshotspot.com,"[""Games"", ""Technology"", ""Movies""]",16.5,18.5,15567,37,19,53,Up to 3 days,Dofollow
technologycrowds.com,"[""Technology"", ""Programming"", ""Software development""]",26.5,60,1144,32,19,26,N/A,Dofollow
sonicsmenu.com,"[""Business"", ""Fashion"", ""Sports""]",27.5,32.5,627,34,16,12,Up to 4 days,Dofollow
scienceprog.com,"[""Business"", ""Technology"", ""Home and Family""]",39,54,5401,43,15,70,N/A,Dofollow
mayantha.com,"[""Beauty"", ""Fashion"", ""For Women""]",23.5,0,,56,6,0,English,Dofollow
guide-cash.com,"[""Business"", ""Finance"", ""News and Media""]",22.5,32.5,88,58,2,36,N/A,Dofollow
maannews.net,"[""Politics"", ""Society"", ""Travelling""]",404.98,412.48,942063,71,48,71,N/A,Dofollow
pusulagazetesi.com.tr,"[""Business"", ""Culture"", ""Sports""]",119.99,179.99,1486394,33,47,48,N/A,Dofollow
lavocedeltrentino.it,"[""Culture"", ""Lifestyle"", ""News and Media""]",262.49,374.98,,54,39,56,Italian,Dofollow
laboratorium.nl,"[""Education"", ""Science"", ""Software development""]",356.98,0,8237,33,28,27,N/A,Dofollow
legendlifes.com,"[""Health"", ""Movies"", ""Sports""]",16.5,18.5,35188,34,24,51,Up to 4 days,Dofollow
wasila.ae,"[""Business"", ""Environment"", ""Sports""]",27.5,32.5,1226,40,16,38,N/A,Dofollow
ukstartupblog.co.uk,"[""Business"", ""Finance"", ""Technology""]",17.5,22.5,484,36,14,57,N/A,Dofollow
abpoetry.com,"[""Construction and Repairs"", ""Health"", ""Home and Family""]",16.5,18.5,1924,55,11,56,Up to 5 days,Dofollow
simply-fun-games.com,"[""Entertainment"", ""Games"", ""Leisure and Hobbies""]",36.5,66,,27,2,7,English,Dofollow
gamikia.com,"[""Business"", ""Home and Family"", ""News and Media""]",22.5,0,88,46,5,29,N/A,Dofollow
teamsnames.com,"[""Finance"", ""Law"", ""Sports""]",48,58.5,,39,26,70,English,Dofollow
thesoundstour.com,"[""Business"", ""Games"", ""Technology""]",126.22,201.21,2196,22,28,51,N/A,Dofollow
cluny.fr,"[""Environment"", ""Miscellaneous"", ""News and Media""]",67.5,82.5,6897,37,32,46,N/A,Dofollow
uniquenicknames.com,"[""Business"", ""Fashion"", ""Technology""]",27.5,28.5,,41,13,60,English,Dofollow
collthings.co.uk,"[""Technology"", ""Lifestyle"", ""Shopping""]",60,75,5710,40,25,30,Up to 5 days,Dofollow
dejaoffice.com,"[""Business"", ""Technology"", ""Mobile""]",57,0,11733,68,24,56,N/A,Dofollow
metromsk.com,"[""Business"", ""Finance"", ""Lifestyle""]",27.5,37.5,751,58,16,31,N/A,Dofollow
entrepreneurthearts.com,"[""Business"", ""Marketing and Advertising""]",49.5,124.49,812,37,16,32,N/A,Dofollow
marlyleroi-tourisme.fr,"[""Lifestyle"", ""Places"", ""Travelling""]",116.84,146.84,193,24,11,16,N/A,Dofollow
kidsearncash.com,"[""Business"", ""Finance"", ""Lifestyle""]",27.5,0,23,55,4,42,N/A,Dofollow
pottageofhealth.com,"[""Beauty"", ""Food"", ""Health""]",27.99,32.99,,52,6,24,English,Dofollow
lja.mx,"[""Automobiles"", ""Technology"", ""Sports""]",131.99,206.99,92655,56,41,52,N/A,Dofollow
loscerritosnews.net,"[""Lifestyle"", ""News and Media"", ""Sports""]",131.99,169.49,24392,46,33,48,N/A,Dofollow
soundsandcolours.com,"[""Culture"", ""Entertainment"", ""Music""]",115.49,157.49,19017,58,29,56,N/A,Dofollow
seocalling.com,"[""E-commerce"", ""Marketing and Advertising"", ""Web-development""]",45,60,2626,53,22,46,N/A,Dofollow
ezclasswork.org,"[""Education"", ""Games"", ""Sports""]",22.5,24.5,1021,39,13,34,Up to 6 days,Dofollow
optimistminds.com,"[""Art"", ""Health"", ""Home and Family""]",562.47,562.47,170261,36,16,40,N/A,Dofollow
topmarketwatch.com,"[""Technology"", ""Marketing and Advertising"", ""News and Media""]",18.5,21.5,,54,5,28,English,Dofollow
latestnews2u.com,"[""Business"", ""Fashion"", ""Home and Family""]",18.5,22.5,129,58,5,54,Up to 5 days,Dofollow
modernghana.com,"[""News and Media""]",749.96,749.96,908804,81,52,75,N/A,Dofollow
firmsuggest.com,"[""Business"", ""Technology"", ""Software development""]",104.99,127.49,10277,64,26,57,N/A,Dofollow
zekagraphic.com,"[""Art"", ""Marketing and Advertising"", ""Web-development""]",149.99,209.99,89439,36,36,55,N/A,Dofollow
bjjee.com,"[""Entertainment"", ""News and Media"", ""Sports""]",172.49,0,227441,57,34,58,N/A,Dofollow
ciudadregion.com,"[""Business"", ""Food"", ""Travelling""]",37.5,112.49,23481,38,26,33,Up to 7 days,Dofollow
htwlaw.ca,"[""Business"", ""Career and Employment"", ""Law""]",251.99,0,9718,53,26,52,N/A,Dofollow
retireearlylifestyle.com,"[""Travelling""]",97.5,112.49,13983,42,27,56,N/A,Dofollow
lamaisonideale.fr,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",104.99,119.99,,22,20,34,French,Dofollow
games1tech.com,"[""Computers"", ""Entertainment"", ""Games""]",72,0,116,55,17,32,N/A,Dofollow
dapperdohub.com,"[""Beauty"", ""Fashion"", ""Sports""]",27.5,37.5,,40,10,68,English,Dofollow
collegecures.com,"[""Career and Employment"", ""Culture"", ""Education""]",75,90,3225,40,21,32,N/A,Dofollow
gcashworld.com,"[""Automobiles"", ""Education"", ""Games""]",17.5,17.5,19708,30,21,50,Up to 4 days,Dofollow
indiashorts.com,"[""Business"", ""Entertainment"", ""Sports""]",209.99,254.99,1481,66,15,56,N/A,Dofollow
newslo.com,"[""Business"", ""Career and Employment"", ""Finance""]",67.5,127.49,,47,6,33,English,Dofollow
impac4.org,"[""Entertainment"", ""Finance"", ""News and Media""]",37.5,37.5,792,39,12,44,Up to 6 days,Dofollow
transpero.net,"[""Health"", ""Technology"", ""Travelling""]",40.5,60,218,35,12,51,N/A,Dofollow
passionlifelovehealth.com,"[""Beauty"", ""Health"", ""Sports""]",17.5,27.5,,31,4,41,English,Dofollow
thehealthking.com,"[""Food"", ""Health"", ""Lifestyle""]",78,151.49,,58,4,23,Czech,Dofollow
wuschools.com,"[""Internet"", ""Programming"", ""Web-development""]",136.49,211.49,207,57,15,28,N/A,Dofollow
acontentbox.org,"[""Business"", ""Health"", ""News and Media""]",27.5,37.5,,56,5,40,English,Dofollow
newsable.asianetnews.com,"[""Culture"", ""Politics"", ""Sports""]",179.99,187.49,,58,71,72,English,Dofollow
alertadigital.com,"[""Business"", ""News and Media"", ""Politics""]",149.99,179.99,313807,60,36,52,N/A,Dofollow
adsofbrands.net,"[""Movies"", ""Shopping"", ""Sports""]",287.99,362.98,,39,30,51,English,Dofollow
tricksmode.com,"[""Entertainment"", ""Technology"", ""Mobile""]",99,1464.25,532,71,6,60,N/A,Dofollow
manchesterhouseremovals.com,"[""Agriculture"", ""Home and Family"", ""Real Estate""]",22.5,27.5,,34,4,16,English,Dofollow
vcarious.com,"[""Business"", ""Finance"", ""Technology""]",17.5,22.5,,31,5,30,English,Dofollow
pescaranews.net,"[""Business"", ""Marketing and Advertising"", ""News and Media""]",254.99,269.99,3210,37,28,37,N/A,Dofollow
saoarchitects.com,"[""Construction and Repairs"", ""Culture"", ""Leisure and Hobbies""]",82.5,85.5,,25,25,32,English,Dofollow
altomolise.net,"[""Business"", ""Marketing and Advertising"", ""News and Media""]",254.99,269.99,2879,25,26,34,N/A,Dofollow
notizienazionali.it,"[""Business"", ""Manufacturing"", ""News and Media""]",254.99,269.99,5103,35,22,45,N/A,Dofollow
bloggerborneo.com,"[""Business"", ""Technology"", ""News and Media""]",25.5,27.5,524,51,16,40,N/A,Dofollow
miescapedigital.com,"[""E-commerce"", ""Technology"", ""Marketing and Advertising""]",42,79.5,59114,31,22,25,N/A,Dofollow
askanyquery.com,"[""Business"", ""Home and Family"", ""News and Media""]",22.5,27.5,48,38,5,43,N/A,Dofollow
houzz.it,"[""Business"", ""Construction and Repairs"", ""Home and Family""]",25.5,27.5,256008,49,49,81,Up to 3 days,Dofollow
scorenigeria.com.ng,"[""Entertainment"", ""Games"", ""Sports""]",67.5,90,242509,51,36,35,N/A,Dofollow
runpee.com,"[""Entertainment""]",164.99,239.99,101669,59,32,54,N/A,Dofollow
nighthelper.com,"[""Fashion"", ""Health"", ""Lifestyle""]",65.1,75.6,7172,34,25,49,N/A,Dofollow
papeldigital.info,"[""Business"", ""Lifestyle"", ""News and Media""]",37.5,45,592,53,20,47,Up to 6 days,Dofollow
webtosociety.com,"[""Art"", ""Business"", ""Internet""]",98.17,173.17,896,25,13,53,N/A,Dofollow
awplife.com,"[""Web-development""]",55.5,130.49,21664,31,25,78,N/A,Dofollow
modelonamission.com,"[""Fashion"", ""For Women"", ""Travelling""]",32.45,38.92,274,64,4,27,N/A,Dofollow
vwbblog.com,"[""Business""]",22.5,27.5,1933,61,21,26,N/A,Dofollow
bestforandroid.com,"[""Technology"", ""Mobile"", ""Software development""]",269.99,299.99,1700050,47,48,62,N/A,Dofollow
thetoptens.com,"[""Games"", ""Movies"", ""Music""]",20.5,22.5,1041565,67,51,69,Up to 5 days,No
hardreset.info,"[""Gadgets"", ""Technology"", ""Mobile""]",164.99,239.99,2377022,59,44,59,N/A,Dofollow
googiehost.com,"[""Technology""]",706.16,809.44,412279,41,39,61,N/A,Dofollow
storybox.io,"[""Career and Employment"", ""Technology"", ""Marketing and Advertising""]",179.54,188.54,54168,34,38,60,N/A,Dofollow
krishijagran.com,"[""Business"", ""Finance"", ""Food""]",329.98,404.98,377367,45,46,70,N/A,Dofollow
thrivemyway.com,"[""Finance"", ""Internet"", ""Personal Blogs""]",314.98,449.98,39497,46,41,77,N/A,Dofollow
izonemedia360.com,"[""Art"", ""Games"", ""Technology""]",412.48,487.48,500,53,36,62,N/A,Dofollow
speakrj.com,"[""Business"", ""Entertainment"", ""Technology""]",115.49,190.49,,38,34,40,English,Dofollow
vehicleaccidentinjury.com,"[""Automobiles"", ""Construction and Repairs"", ""Transport""]",164.99,179.99,12796,44,27,69,N/A,Dofollow
